Feature,Weight
find call,0.27705106745038477
landline pobox,0.27705106745038477
end bid,0.2757753060311057
dvd plyr,0.2757753060311057
last weekend,0.2749071613570037
contact last,0.2749071613570037
weekend draw,0.2749071613570037
code valid,0.2749071613570037
arrive,0.27486505759087476
end service,0.2748221519692221
win weekly,0.2748221519692221
reply win,0.2748221519692221
via,0.2745391036690214
today text,0.27393007769021105
voucher today,0.27393007769021105
mobile savamob,0.27393007769021105
uz sub,0.27393007769021105
xxxmobilemovieclub,0.27215963675697397
sign,0.27188112316429247
contact reply,0.270921199350717
reply offer,0.270921199350717
phone anytime,0.2701760832905005
mobile every,0.2696147136780572
complete,0.26932589450270705
mnth,0.2689458297101231
ldn wc,0.2684462918245388
totally,0.26747333326578077
free minute,0.26740144319095144
colour phone,0.26740144319095144
minute mobile,0.26740144319095144
nokia colour,0.26740144319095144
fixedline cost,0.2663975718218653
fixedline,0.2663975718218653
cr bt,0.2663975718218653
drop either,0.2663975718218653
yes savamob,0.2659227382843351
like keep,0.26530852583593356
anytime,0.265070523082229
mobile number,0.26455519926091287
free join,0.2641330866891706
first name,0.26408588199106686
cornwall txt,0.26408588199106686
duchess cornwall,0.26408588199106686
duchess,0.26408588199106686
yer mobile,0.2630360938096711
get official,0.2630360938096711
box wx,0.2630360938096711
flag yer,0.2630360938096711
poly ringtone,0.2630360938096711
tone flag,0.2630360938096711
txt eng,0.2630360938096711
ringtone colour,0.2630360938096711
eng stop,0.2630360938096711
eng,0.2630360938096711
text tone,0.2630360938096711
stop box,0.2630360938096711
yer,0.2630360938096711
colour flag,0.2630360938096711
bank,0.26256595317817505
free movie,0.2625254102320304
film ordered,0.2625254102320304
extra film,0.2625254102320304
free extra,0.2625254102320304
benefit,0.26183977343553905
concert november,0.26172813399780986
cost max,0.26172813399780986
congratulation claim,0.26172813399780986
video camera,0.2591853418488819
send cash,0.25836008719093645
cash msg,0.25836008719093645
night,0.2572922040303531
wk free,0.2555787078174741
meal,0.2548329347140828
end txts,0.25478647748044275
polyphonic,0.253265677089449
polyphonic tone,0.253265677089449
free term,0.25155631452960264
condition visit,0.25155631452960264
wale,0.25000585946836656
phone half,0.24971594097355787
entry wkly,0.24825041462699224
chat send,0.24747602552890782
canary,0.24724409482698861
luxury canary,0.24724409482698861
cash luxury,0.24724409482698861
island holiday,0.24724409482698861
canary island,0.24724409482698861
hot sticky,0.24646808073339843
sticky,0.24646808073339843
week free,0.2461145807366697
customer hvae,0.24583144015221195
country,0.245376733869628
girl erotic,0.2452872527726471
ecstacy,0.2452872527726471
erotic ecstacy,0.2452872527726471
erotic,0.2452872527726471
ecstacy min,0.2452872527726471
call national,0.24368027642210932
somebody,0.2433052242149097
flirt join,0.2429762921249129
find date,0.2429762921249129
eg sam,0.2429762921249129
date even,0.2429762921249129
even flirt,0.2429762921249129
missed call,0.24287305582607363
contract week,0.24045064589981113
text text,0.23947718135407042
day sexy,0.23912597906091132
george day,0.23912597906091132
day pic,0.23912597906091132
george,0.23912597906091132
fancy shag,0.23907120795198292
cost per,0.23907120795198292
aom,0.2390071768771522
careful,0.23665691371215822
cornwall,0.23663266869966512
unsubscribe txt,0.23591754423807354
zed per,0.23563366751332085
callback,0.2353748523815217
yes callback,0.2353748523815217
pleased,0.23536181433228182
started,0.23467301168706758
deal also,0.2331648032891829
male,0.23316161759038828
del sat,0.23304621530435993
gettin shagged,0.23245610534258884
cum wan,0.23245610534258884
end send,0.23245610534258884
content game,0.23203509046736018
funky text,0.23203509046736018
game tone,0.23203509046736018
fit funky,0.23203509046736018
ltd per,0.23189675535310447
tone free,0.23095824506607462
st tone,0.23095824506607462
mobile awarded,0.23026884271156822
following service,0.22982996054485696
flag lion,0.22982996054485696
euro offer,0.22982996054485696
england flag,0.22982996054485696
get england,0.22982996054485696
five pound,0.22916065032596664
week call,0.22916065032596664
pound per,0.22916065032596664
dear xxxxxxx,0.22886780194611342
xxxxxxx invited,0.22886780194611342
back,0.22885838341174414
luxury,0.2287490473601567
made,0.22821671507662714
scotland,0.22788406918630325
contact response,0.22760105847599504
fone camcorder,0.22760105847599504
dload polyh,0.22708108919108327
csc,0.22620129313276405
csc web,0.22620129313276405
come stop,0.22606091163790357
stop sm,0.22555803674379948
rental camcorder,0.22548755217523545
either cd,0.22480609100818982
voucher free,0.22480609100818982
upto,0.22364323646825088
alone,0.22305256395278938
hr ppm,0.22214540775219968
detail,0.2215899140459008
dial,0.221509630530206
comp chance,0.22088649610408426
quality,0.2203654744567652
entry textpod,0.22002395831981048
win gb,0.22002395831981048
textpod chance,0.22002395831981048
textpod,0.22002395831981048
ipod cash,0.22002395831981048
week entry,0.22002395831981048
stop helpline,0.21997615128690373
subscribed best,0.21997615128690373
content service,0.21997615128690373
service uk,0.21997615128690373
uk per,0.21997615128690373
best mobile,0.21997615128690373
helpline,0.21997615128690373
getzed co,0.2193988886954418
getzed,0.2193988886954418
crazyin,0.2193988886954418
crazyin sleepingwith,0.2193988886954418
finest,0.2193988886954418
finest ymca,0.2193988886954418
direct rply,0.2193988886954418
offer video,0.21901226469774757
end th,0.2183627574862181
order reference,0.21733409894589503
sm auction,0.2170704940769213
jst,0.2167690059957322
charged tone,0.2161848210274021
number mobile,0.2161848210274021
tone arrive,0.2161848210274021
arrive please,0.2161848210274021
original,0.21496612620330124
pound prize,0.21482947587382867
contact pound,0.21482947587382867
go free,0.2146799799984067
babe im,0.21464768137628706
text free,0.21284419662008303
cum text,0.21224698429521863
free recd,0.21224698429521863
fun msg,0.21224698429521863
gbp week,0.2112786909801325
entry chat,0.21082247634735926
get backdoor,0.21082247634735926
dp,0.21082247634735926
fraction cost,0.21082247634735926
fraction,0.21082247634735926
dp bcm,0.21082247634735926
cost reply,0.21082247634735926
fun call,0.2107994087254931
last chance,0.21069110896980384
service representative,0.2099041855080381
representative,0.2099041855080381
gent trying,0.20971559916020305
gent,0.20971559916020305
contact prize,0.20967270123789608
mobile join,0.2095233010715921
network txt,0.2095233010715921
call back,0.2085768008730677
game term,0.20786899108232465
console press,0.20786899108232465
console,0.20786899108232465
game console,0.20786899108232465
jordan,0.20751905829514075
ordered,0.2070634425462186
plus,0.2067225419001626
get txting,0.2067178872283732
txting tell,0.2067178872283732
norm tone,0.2067178872283732
wq norm,0.2067178872283732
week nokia,0.2067178872283732
stop msg,0.2066610056370767
service live,0.20583565935591763
choice,0.20551957819307592
reply hl,0.20547233102119133
hl info,0.20547233102119133
wiv,0.20457582652257503
hv,0.20440122413696674
result,0.20390011383108916
fifa world,0.20358991008064672
cup held,0.20358991008064672
fifa,0.20358991008064672
dick,0.20248896904750072
mystery,0.2018766316814854
king,0.20150671087271538
even cashto,0.20134589814247036
getstop,0.20134589814247036
getstop php,0.20134589814247036
free stop,0.20134589814247036
free video,0.20105078089722783
txts call,0.20105078089722783
rental mths,0.20105078089722783
mths cross,0.20105078089722783
select,0.20090120764252423
prize final,0.20004443400282235
came,0.19818824898889756
wb national,0.19619506817319357
box xy,0.194625350304586
credit kick,0.1935168118789236
costing,0.1935168118789236
costing one,0.1935168118789236
enjoy jamster,0.19348798085554797
get fun,0.19348798085554797
credit new,0.19348798085554797
fun jamster,0.19348798085554797
unredeemed bonus,0.19341608803875884
bonus point,0.19341608803875884
stop reply,0.19330549464391425
fastest,0.19330549464391425
growing,0.19330549464391425
fastest growing,0.19330549464391425
uk fastest,0.19330549464391425
free hardcore,0.19261989583350494
get nothing,0.19261989583350494
optout txt,0.19198218759894503
get entry,0.19061785198317302
pod get,0.19061785198317302
ipod txt,0.19061785198317302
entry std,0.19061785198317302
win ipod,0.19061785198317302
apply detail,0.19061785198317302
music tnc,0.18897127262061855
iscoming ur,0.18897127262061855
xmas iscoming,0.18897127262061855
tnc,0.18897127262061855
condition apply,0.18811442213095714
customersqueries uk,0.18678917517003682
error query,0.18678917517003682
content order,0.18678917517003682
failed due,0.18678917517003682
due network,0.18678917517003682
customersqueries,0.18678917517003682
fit,0.1859796974188571
though,0.18461342534428274
support,0.18360311194718568
record indicate,0.18243612297100248
accident,0.18243612297100248
accident claim,0.18243612297100248
entitled pound,0.18243612297100248
indicate,0.18243612297100248
free double,0.181801889346366
contract mobile,0.181801889346366
eh rr,0.18145680160397704
sam,0.1814522663019067
time use,0.18141072516463796
feb,0.18101857735223506
new content,0.18062359964786176
help provided,0.18062359964786176
provided tone,0.18062359964786176
tone co,0.18062359964786176
stop unsubscribe,0.18062359964786176
hope enjoyed,0.18062359964786176
enjoyed new,0.18062359964786176
content text,0.18062359964786176
unsubscribe help,0.18062359964786176
free tone,0.17998762082312642
travel,0.17971636304084718
get toppoly,0.17962592536250171
reference,0.1784235173097615
fa,0.17737694925801584
free question,0.17735868091522478
follows,0.17735868091522478
follows subsequent,0.17735868091522478
comp st,0.17735868091522478
xy,0.17527102426071728
end thmarch,0.17133414893299892
camera video,0.1703319389834436
phone five,0.16901109926414387
want anytime,0.16901109926414387
text new,0.16901109926414387
gigolo join,0.16858897567946213
could male,0.16858897567946213
gigolo,0.16858897567946213
club tone,0.16820687444228483
flag opt,0.1678694870578744
england get,0.1678694870578744
done england,0.1678694870578744
message free,0.16714339777442477
record,0.1670076679808954
held,0.16493205229162033
personal,0.16213355245055924
freemsg txt,0.16096917619437104
confirm replying,0.16083386101186908
credit click,0.16074186572898438
complimentary ibiza,0.16050298363807294
free ring,0.159811743990091
get new,0.159811743990091
go meg,0.1589616575677773
phone delivered,0.15767297870395444
delivered tomorrow,0.15767297870395444
tomorrow free,0.15767297870395444
delivered,0.15767297870395444
zf msg,0.1575589293677382
zf,0.1575589293677382
suzy,0.15753539503265718
dear matthew,0.15744703658774767
guaranteed free,0.15740155966404049
cd voucher,0.15740155966404049
envelope drink,0.15574682543320226
eire,0.15574682543320226
drink uk,0.15574682543320226
eire quiz,0.15574682543320226
mate pobox,0.15534127444675097
fun game,0.15468312360681183
day ready,0.15468312360681183
freemsg today,0.15468312360681183
game netcollex,0.15468312360681183
gold,0.15431864614577992
voucher text,0.15431589436864437
mobile sub,0.15431589436864437
dogging service,0.15292197948478792
entry nyt,0.15292197948478792
future mg,0.152602401389998
go stop,0.152602401389998
free giving,0.152602401389998
free calling,0.152602401389998
daily cancel,0.152602401389998
giving free,0.152602401389998
freefone stoptx,0.1522977293442066
freefone stoptxt,0.1522409654746972
free message,0.15077427397506749
fancy find,0.1507217537627411
entered phone,0.1507217537627411
conacted dating,0.1507217537627411
conacted,0.1507217537627411
free bt,0.1505715060114132
gr,0.14923748978062143
funky,0.14919375135978827
evening,0.14828539809386396
floppy snappy,0.14774309849967304
floppy,0.14774309849967304
package,0.14525997996590373
unable,0.1445238277941197
credit redeemable,0.1437346563568944
credited free,0.14274005764654413
computer selected,0.1423692278056326
cro,0.1423692278056326
cro bt,0.1423692278056326
free send,0.1417166197010596
get st,0.1417166197010596
er stop,0.1411614888660237
gbp month,0.1411614888660237
free digital,0.140799059078595
qu,0.14064479481914324
call box,0.14064479481914324
box qu,0.14064479481914324
discount credit,0.14043689593748682
credit opt,0.14043689593748682
contacted,0.13998058196286275
contacted dating,0.13998058196286275
future marketing,0.13986677342478293
pm guaranteed,0.13937837672336062
content top,0.1391452697051072
free music,0.1391452697051072
eg villa,0.13784287062022058
goal news,0.13784287062022058
free goal,0.13784287062022058
gossip,0.13738967427570176
wks,0.13637419910602508
free get,0.13578634210568868
txtin tell,0.13578634210568868
txtin,0.13578634210568868
get txtin,0.13578634210568868
friend tone,0.13578634210568868
channel,0.13500267683201023
ending xxxx,0.1337630682662725
min bt,0.13237338155797188
draw trying,0.13210869337703174
day send,0.1309238370166355
txt orange,0.1308108835092639
xmas offer,0.1308108835092639
min txt,0.1308108835092639
orange call,0.1308108835092639
offer latest,0.1308108835092639
failed,0.12977419628707296
dog nyt,0.12974981537012464
doggin,0.12974981537012464
doggin location,0.12974981537012464
phone call,0.1294299836941592
free per,0.12879860150879477
iscoming,0.1282494744602772
would,0.12824800307254608
enjoyed,0.12804363695909673
phone deliveredtomorrow,0.1274266616859256
deliveredtomorrow free,0.1274266616859256
deliveredtomorrow,0.1274266616859256
final chance,0.12721424369706558
get uk,0.12712419803510852
free charge,0.12712419803510852
ez,0.12688546557397543
complimentary spanish,0.12688546557397543
ez ppm,0.12688546557397543
service msg,0.12679909039817416
credited,0.12662897139089221
gbp per,0.12377806682441203
representative pm,0.1236584341827407
ref number,0.12325133085829916
order ref,0.12325133085829916
ready,0.12135295843636537
breathe,0.1202499173098132
response,0.1185375807674275
st free,0.11805697766068636
freemsg record,0.11687614881220994
key,0.11359856434544276
free keep,0.11355408571498128
free min,0.11355408571498128
get extra,0.11355408571498128
extra free,0.11355408571498128
someone else,0.11188297630344454
photo,0.1112837604707617
movie collect,0.10965438779798053
met,0.10889196247791222
dontcha babygoodbye,0.10864044055299246
eg real,0.10864044055299246
dontcha,0.10864044055299246
flag optout,0.10812730860256443
england poly,0.10812730860256443
game text,0.10812730860256443
pro,0.10705810389689939
contact claim,0.1065872115783351
hols,0.10648608333646009
girl connect,0.10632846044638379
connect live,0.10632846044638379
concert,0.10600357418256989
comp win,0.10476168362360286
fa receive,0.10476168362360286
final tkts,0.10476168362360286
entry question,0.10476168362360286
fa cup,0.10476168362360286
previous,0.1038171967738043
find partner,0.10211109940854925
stop wk,0.1005854856729639
complimentary tenerife,0.09957971664014449
cost gbp,0.09934568971532436
enjoy html,0.09934568971532436
content goto,0.09880556992373388
download ur,0.09880556992373388
tried call,0.09859166939995036
reply sm,0.09859166939995036
simple,0.09808918654747806
gbp wk,0.09682405944499796
freemsg month,0.09682405944499796
congratulation week,0.09495544486280157
competition draw,0.09495544486280157
draw prize,0.09495544486280157
every th,0.09464035763848451
reference number,0.09441352376002728
complementary tenerife,0.09302617054504027
complementary,0.09302617054504027
number awarded,0.09232519790886007
awarded prize,0.09232519790886007
big brother,0.09194530535672055
pole,0.09089553050195101
get latest,0.09081327744612305
fan get,0.09081327744612305
free plus,0.09081327744612305
red,0.08964398277375665
five,0.08917044445397578
cheap,0.08865637327300982
freemsg replied,0.08863999024622908
female live,0.08863999024622908
fun text,0.08827495402978727
free increment,0.08827495402978727
free delivery,0.08771323601432089
believe,0.08720978233795021
spanish,0.08702760381157372
claim yr,0.08669253461726668
yr prize,0.08669253461726668
game news,0.0848954422739871
free access,0.0848954422739871
freemsg awarded,0.08461687052303153
free mini,0.08461687052303153
competition,0.08315786017521169
germany bt,0.08252619935671392
looking,0.08128354770660672
csh send,0.08092998719577656
day day,0.08092998719577656
cost day,0.08092998719577656
csh,0.08092998719577656
day tsandcs,0.08092998719577656
contact offer,0.07974979697575642
delivery wed,0.07974979697575642
get sexy,0.07970242854616462
free sexy,0.07970242854616462
june,0.07940720894870057
xxxx,0.07903632469820132
slide,0.07794283932343864
detail text,0.07683262744232319
dirtiest,0.07683262744232319
girl live,0.07683262744232319
dirtiest girl,0.07683262744232319
rude,0.07655602248877445
nite,0.07470730498297415
compensation accident,0.07454923552741767
compensation,0.07454923552741767
cha,0.07373403285859215
however,0.07299791343627329
dvd double,0.07256629980664757
congrats nokia,0.07085109657343801
free deltomorrow,0.07046641324617706
deltomorrow call,0.07046641324617706
deltomorrow,0.07046641324617706
downloads per,0.07046641324617706
customercare,0.07018334005510897
ball,0.0671902723072195
freephone pm,0.06656637766740028
finally fancy,0.06637070204670538
get matched,0.06637070204670538
flirt sexy,0.06637070204670538
unlimited,0.06624590222310042
kinda,0.06550459081880564
free save,0.06517069945490653
rr,0.06264564368629945
zed pobox,0.06235930311568915
free find,0.06055515855786201
game send,0.05859201096011388
del thurs,0.058064836957035376
error,0.05696816852873824
sent,0.05676952779190098
free membership,0.055413671570545026
feeling,0.05329681062424143
day,0.05163912325705075
dogging club,0.04825493542677828
free welcome,0.04825493542677828
island,0.047295461305961635
cheaper,0.045330621570665565
schedule,0.045149204019356445
week get,0.04449517179676363
final try,0.04375710174433806
website,0.04350645735372556
well done,0.04119650308326526
freemsg claim,0.04049002981102163
etc join,0.04049002981102163
entry gr,0.040156329671430166
envelope,0.03626101259067486
first poly,0.035599100925128274
get true,0.035599100925128274
free day,0.03552131728698456
flirt reply,0.03424135202408477
fancy flirt,0.03424135202408477
date join,0.03424135202408477
freemsg fancy,0.03424135202408477
due,0.033558316286576524
black,0.031119756781826952
phone detail,0.027634269210743658
get txt,0.025063217275537945
str,0.022141427683546315
content stop,0.020924811356470115
free credit,0.020924811356470115
go club,0.020924811356470115
credit go,0.020924811356470115
female,0.01999961471253396
mini,0.017846779326378317
skip,0.017557139053614747
th july,0.017062878822538846
july,0.017062878822538846
many,0.015590241878984605
high,0.006540520907174944
hol,0.004237900122255071
thanks,0.0019827286602108335
return,-1.1922036189869825e-05
card,-0.0037815820731352872
courageous lt,-0.005581752259637797
exterminator,-0.005581752259637797
exterminator lt,-0.005581752259637797
difficult make,-0.005581752259637797
determined lt,-0.005581752259637797
companion lover,-0.005581752259637797
driver aaniye,-0.005581752259637797
companion,-0.005581752259637797
friend companion,-0.005581752259637797
determined,-0.005581752259637797
courageous,-0.005581752259637797
dependable lt,-0.005581752259637797
aaniye,-0.005581752259637797
aaniye pudunga,-0.005581752259637797
dependable,-0.005581752259637797
dad however,-0.006497572557127547
feb amount,-0.006497572557127547
friendship mother,-0.006871780978460076
father teacher,-0.006871780978460076
festival happy,-0.006871780978460076
festival,-0.006871780978460076
diwali happy,-0.006871780978460076
day amp,-0.006871780978460076
first wishing,-0.006871780978460076
fool day,-0.006871780978460076
ganesh festival,-0.006871780978460076
dasara,-0.006871780978460076
evening night,-0.006871780978460076
fast approaching,-0.006871780978460076
dasara happy,-0.006871780978460076
px,-0.006872930799796561
go far,-0.007624576524096184
fix cause,-0.007624576524096184
cost lt,-0.007624576524096184
get sooner,-0.007624576524096184
far ptbo,-0.007624576524096184
gary come,-0.007624576524096184
give lt,-0.007763828132350792
get monthly,-0.007763828132350792
forever free,-0.007763828132350792
director say,-0.007763828132350792
free power,-0.007763828132350792
full right,-0.007763828132350792
forward karo,-0.007763828132350792
corrupt,-0.007763828132350792
deposited,-0.007763828132350792
deposited swiss,-0.007763828132350792
corrupt politician,-0.007763828132350792
every citizen,-0.007763828132350792
crore job,-0.007763828132350792
delhi lane,-0.007763828132350792
crore indian,-0.007763828132350792
country say,-0.007763828132350792
drop later,-0.008366454225647045
go tip,-0.008366454225647045
go see,-0.008366454225647045
go town,-0.008366454225647045
cool shall,-0.008366454225647045
fr lei,-0.008810044275567417
ge den,-0.009121984072183146
darren saying,-0.009121984072183146
dat meeting,-0.009121984072183146
dinner co,-0.009121984072183146
dun meet,-0.009121984072183146
feel awkward,-0.009121984072183146
get gud,-0.009270965599108286
friday person,-0.009270965599108286
dont break,-0.009270965599108286
dat avoids,-0.009270965599108286
frnds lt,-0.009270965599108286
day life,-0.009270965599108286
dis wil,-0.009270965599108286
girl happy,-0.009450728100989873
make girl,-0.009450728100989873
ear training,-0.009566250965913155
curfew,-0.009566250965913155
giving break,-0.009566250965913155
getsleep anything,-0.009566250965913155
gibe til,-0.009566250965913155
getsleep,-0.009566250965913155
gibe,-0.009566250965913155
curfew gon,-0.009566250965913155
finish sch,-0.00973144861684227
dad said,-0.009739477962860257
dunno dad,-0.009739477962860257
credited beneficiary,-0.009871637060309255
get almost,-0.010037641374263013
eighth smarter,-0.010037641374263013
dime give,-0.010206771141092435
dollar year,-0.010206771141092435
dime expect,-0.010206771141092435
expect anything,-0.010206771141092435
give every,-0.010206771141092435
decided year,-0.010216612647805143
dental school,-0.010216612647805143
dental,-0.010216612647805143
expensive started,-0.010216612647805143
day wanted,-0.010219159369045301
everything alright,-0.010406857591254176
comfort luxury,-0.010711250371850686
comfort,-0.010711250371850686
get melt,-0.010973989822432199
flurry,-0.010973989822432199
flurry usually,-0.010973989822432199
eek snow,-0.010973989822432199
even born,-0.010973989822432199
eek,-0.010973989822432199
going around,-0.011020420912476885
constantly go,-0.011020420912476885
go whatever,-0.011020420912476885
ear go,-0.011020420912476885
done done,-0.011025245003508457
done wif,-0.011025245003508457
friday cant,-0.011116491698962708
dunno wot,-0.011116491698962708
den confirm,-0.011165932239620147
confirm lor,-0.011165932239620147
fran still,-0.011251856494145842
exeter bit,-0.011251856494145842
done revision,-0.011251856494145842
james,-0.011257899069352208
get gandhipuram,-0.011373283528035275
cut road,-0.011373283528035275
first right,-0.011373283528035275
gandhipuram walk,-0.011373283528035275
cross cut,-0.011373283528035275
gandhipuram,-0.011373283528035275
comin ok,-0.011469523381245432
dun feel,-0.011469523381245432
fret know,-0.011543146948050838
get wks,-0.011543146948050838
day ovulate,-0.011543146948050838
dont fret,-0.011543146948050838
exact day,-0.011543146948050838
go aiya,-0.011612109686174328
darren willing,-0.011612109686174328
didnt hear,-0.011628145766074032
dude teresa,-0.011628145766074032
fantastic year,-0.011628145766074032
first aid,-0.011628145766074032
dec lt,-0.011628145766074032
dec,-0.011628145766074032
dat check,-0.011640453078866998
difference lt,-0.011762661814772472
every lt,-0.011762661814772472
da guy,-0.01179824351193292
finish drivin,-0.011854279126240012
cut nail,-0.011854279126240012
den weekday,-0.011854279126240012
eat wat,-0.011854279126240012
eat liao,-0.011854279126240012
drivin wat,-0.011854279126240012
delayed rent,-0.011939410888987357
delayed,-0.011939410888987357
discus housing,-0.011939410888987357
doc pls,-0.012232534922461194
fiting one,-0.012232534922461194
fiting,-0.012232534922461194
abi hw,-0.012232534922461194
get nice,-0.012232534922461194
go attend,-0.01225428721100354
go accordin,-0.01225428721100354
except kb,-0.01225428721100354
discussed yest,-0.01225428721100354
course nothing,-0.01229593550192772
court lt,-0.012383497638763868
court,-0.012383497638763868
donyt,-0.01242099518049878
cuz get,-0.01242099518049878
donyt feel,-0.01242099518049878
get last,-0.01242099518049878
ge st,-0.012440975970180448
go ask,-0.012440975970180448
confirm asap,-0.012440975970180448
copied jus,-0.012679009985095897
copied,-0.012679009985095897
ended long,-0.012679009985095897
early lor,-0.01277190673073139
da morn,-0.01277190673073139
fri quite,-0.01277190673073139
giving much,-0.012853851546156902
dont looked,-0.012853851546156902
day miracle,-0.012853851546156902
god reason,-0.012853851546156902
everything must,-0.012853851546156902
even lt,-0.012893810518781152
dresser already,-0.012915823826161084
da hair,-0.012915823826161084
cut look,-0.012915823826161084
fast xy,-0.0129618946077659
general price,-0.013076465804531832
general,-0.013076465804531832
gee later,-0.013088645388676412
fast lose,-0.013088645388676412
go aust,-0.013088645388676412
go month,-0.013088645388676412
effect gee,-0.013088645388676412
den got,-0.013088645388676412
swiss bank,-0.01314530371264177
crore,-0.01314530371264177
swiss,-0.01314530371264177
politician,-0.01314530371264177
go today,-0.013150454482769925
done stuff,-0.013172798085467535
cool lt,-0.013276126818363156
finish work,-0.013316224820514234
gained lt,-0.013394691137648058
gained,-0.013394691137648058
done blood,-0.013394691137648058
first gained,-0.013394691137648058
crowd try,-0.013406292580559259
crowd,-0.013406292580559259
flaked right,-0.013547785338421487
fix ready,-0.013559509830373809
dearly missed,-0.013559509830373809
didnt work,-0.013559509830373809
go shop,-0.013619490335488146
freezing home,-0.01362313447440829
den prefer,-0.013654187603600293
ex oso,-0.013654187603600293
food la,-0.013654187603600293
food den,-0.013654187603600293
eat western,-0.013654187603600293
depends whether,-0.013654187603600293
gd food,-0.013654187603600293
give sorry,-0.01370824135177063
embarassing,-0.01370824135177063
could always,-0.01370824135177063
embarassed accomodations,-0.01370824135177063
embarassed,-0.01370824135177063
earlier week,-0.013757548120588443
doesnt inlude,-0.013757548120588443
den plus,-0.01395612999903227
go liao,-0.01395612999903227
early sleep,-0.013979864049756392
dollar hi,-0.014033522731748377
get class,-0.014035473707380756
ex wat,-0.014038834416437152
frm tmr,-0.014038834416437152
gd den,-0.014038834416437152
cough,-0.014136668786757412
day got,-0.014136668786757412
cough today,-0.014136668786757412
dry shot,-0.014136668786757412
go pump,-0.014142712518870292
even colleague,-0.014196721469857194
day wife,-0.014196721469857194
forgot kid,-0.014196721469857194
feng,-0.014226331771546304
feng cant,-0.014226331771546304
ding tai,-0.014226331771546304
fri leh,-0.014226331771546304
data analysis,-0.014241232230978187
data,-0.014241232230978187
followin,-0.014290203902970105
first test,-0.014290203902970105
early mah,-0.014297674519058853
friend come,-0.014357365828693736
dao,-0.01436586026608418
dao ok,-0.01436586026608418
fri said,-0.01436586026608418
coz know,-0.014371985114598626
drop card,-0.014371985114598626
dear still,-0.014452363227744838
felt shit,-0.014452363227744838
diwali one,-0.01449461119644398
family responding,-0.01449461119644398
coming make,-0.01449461119644398
depends individual,-0.014796087371419528
dresser say,-0.014796087371419528
four need,-0.01482426933382792
forgot hairdresser,-0.01482426933382792
gee nvm,-0.01487261297440613
goin jazz,-0.01487261297440613
dun mind,-0.01487261297440613
den shld,-0.01487261297440613
dunno whether,-0.014875502079503734
eat sch,-0.014875502079503734
emerging,-0.014893895971589998
friend telling,-0.014893895971589998
emerging friend,-0.014893895971589998
fiend make,-0.014893895971589998
fiend,-0.014893895971589998
feel fine,-0.014920649652790195
fine boring,-0.014920649652790195
early feel,-0.014920649652790195
day impressively,-0.014920649652790195
day fuck,-0.015021119146528844
dropped cell,-0.015021119146528844
fuck morning,-0.015021119146528844
device boy,-0.015027698383638264
could lot,-0.015027698383638264
dog going,-0.015027698383638264
device,-0.015027698383638264
going lounge,-0.015027698383638264
full name,-0.015065271888414836
florida,-0.015065271888414836
florida seem,-0.015065271888414836
fee university,-0.015065271888414836
fetch later,-0.015098776350366779
first daddy,-0.015098776350366779
daddy come,-0.015098776350366779
division courtroom,-0.015119607358131025
courtroom lt,-0.015119607358131025
courtroom,-0.015119607358131025
correctly,-0.015208596222847181
dinner going,-0.015214187810792545
exactly mth,-0.015214187810792545
fly tog,-0.015214187810792545
de lt,-0.015230680189882486
da url,-0.01524210524340301
dat day,-0.01524210524340301
friend wanted,-0.015281913969907742
cool let,-0.015284122228091423
zhong,-0.015285564072262904
zhong se,-0.015285564072262904
dat wat,-0.01529512409477091
dunno dat,-0.01529512409477091
conversation get,-0.015326614883235968
convinced wait,-0.015326614883235968
convinced time,-0.015326614883235968
conversation,-0.015326614883235968
family many,-0.015326614883235968
done day,-0.015346698859700053
extra time,-0.015346698859700053
eh wow,-0.015346698859700053
day extra,-0.015346698859700053
get much,-0.015346698859700053
eat lunch,-0.015388714907581822
dad wake,-0.015388714907581822
go str,-0.01544822848184382
friend feel,-0.015477448559442428
friendship one,-0.015477448559442428
everyone wife,-0.015507377352925228
gardener,-0.015507377352925228
gardener picking,-0.015507377352925228
cook cooking,-0.015507377352925228
cooking gardener,-0.015507377352925228
found murdered,-0.015507377352925228
darker,-0.015527319256294622
darker lor,-0.015527319256294622
done styling,-0.015527319256294622
doin shit,-0.0155384327365248
fyi gon,-0.0155384327365248
gt good,-0.015556010420909447
faster go,-0.015586171559353703
feeling liked,-0.015586171559353703
da feeling,-0.015586171559353703
go find,-0.015586171559353703
gal group,-0.015586171559353703
get random,-0.015592583069419486
dude need,-0.015592583069419486
come upstairs,-0.015622905042472471
darlin hope,-0.015707590975379826
dirty anal,-0.015707590975379826
gang bang,-0.015707590975379826
fran want,-0.015707590975379826
goin got,-0.01572842394853808
go ti,-0.01572842394853808
going kip,-0.015793499893334402
cornwall hope,-0.015793499893334402
friend staying,-0.015936372365432782
free go,-0.015936372365432782
zero saving,-0.01596476976441291
zero,-0.01596476976441291
failed test,-0.016007992809194363
especially one,-0.016007992809194363
zaher,-0.016017976445647328
zaher got,-0.016017976445647328
come took,-0.016017976445647328
dileep thank,-0.016041856944636973
dileep,-0.016041856944636973
contact remember,-0.016041856944636973
forward lot,-0.016041856944636973
come till,-0.016041856944636973
go come,-0.016061946607376535
dat almost,-0.016131630872257774
face terror,-0.0161423856584031
face smiling,-0.0161423856584031
cruel,-0.0161423856584031
